5632,5,9
5632,6,9
5632,7,9
5632,8,9
5632,9,9
5632,10,10
5632,11,10
5632,12,10
5632,13,10
5632,14,10
5632,15,11
5632,16,11
5632,17,11
5632,18,11
5632,19,12
5632,20,12
5632,21,12
5632,22,12
5888,1,9
5888,2,9
5888,3,9
5888,4,9
5888,5,9
5888,6,9
5888,7,9
5888,8,9
5888,9,9
5888,10,9
5888,11,10
5888,12,10
5888,13,10
5888,14,10
5888,15,11
5888,16,11
5888,17,11
5888,18,11
5888,19,11
5888,20,12
5888,21,12
5888,22,12
5888,23,12
6144,1,9
6144,2,9
6144,3,9
6144,4,9
6144,5,9
6144,6,9
6144,7,9
6144,8,9
6144,9,9
6144,10,9
6144,11,10
6144,12,10
6144,13,10
6144,14,10
6144,15,11
6144,16,11
6144,17,11
6144,18,11
6144,19,11
6144,20,12
6144,21,12
6144,22,12
6144,23,13
6144,24,13
6400,1,9
6400,2,9
6400,3,9
6400,4,9
6400,5,9
6400,6,9
6400,7,9
6400,8,9
6400,9,9
6400,10,9
6400,11,10
6400,12,10
6400,13,10
6400,14,10
6400,15,11
6400,16,11
6400,17,11
6400,18,11
6400,19,12
6400,20,12
6400,21,12
6400,22,12
6400,23,12
6400,24,13
6400,25,13
6656,1,9
6656,2,9
6656,3,9
6656,4,9
6656,5,9
6656,6,9
6656,7,9
6656,8,9
6656,9,9
6656,10,9
6656,11,10
6656,12,10
6656,13,10
6656,14,10
6656,15,11
6656,16,11
6656,17,11
6656,18,11
6656,19,11
6656,20,12
6656,21,12
6656,22,12
6656,23,12
6656,24,13
6656,25,13
6656,26,13
6912,1,9
6912,2,9
6912,3,9
6912,4,9
6912,5,9
6912,6,9
6912,7,9
6912,8,9
6912,9,9
6912,10,9
6912,11,10
6912,12,10
6912,13,10
6912,14,10
6912,15,11
6912,16,11
6912,17,11
6912,18,11
6912,19,11
6912,20,12
6912,21,12
6912,22,12
6912,23,12
6912,24,13
6912,25,13
6912,26,13
6912,27,13
7168,1,9
7168,2,9
7168,3,9
7168,4,9
7168,5,9
7168,6,9
7168,7,9
7168,8,9
7168,9,9
7168,10,9
7168,11,10
7168,12,10
7168,13,10
7168,14,10
7168,15,11
7168,16,11
7168,17,11
7168,18,11
7168,19,11
7168,20,12
7168,21,12
7168,22,12
7168,23,12
7168,24,13
7168,25,13
7168,26,13
7168,27,13
7168,28,13
7424,1,9
7424,2,9
7424,3,9
7424,4,9
7424,5,9
7424,6,9
7424,7,9
7424,8,9
7424,9,9
7424,10,9
7424,11,10
7424,12,10
7424,13,10
7424,14,10
7424,15,11
7424,16,11
7424,17,11
7424,18,11
7424,19,11
7424,20,12
7424,21,12
7424,22,12
7424,23,12
7424,24,13
7424,25,13
7424,26,13
7424,27,13
7424,28,14
7424,29,14
7680,1,9
7680,2,9
7680,3,9
7680,4,9
7680,5,9
7680,6,9
7680,7,9
7680,8,9
7680,9,9
7680,10,9
7680,11,10
7680,12,10
7680,13,10
7680,14,10
7680,15,11
7680,16,11
7680,17,11
7680,18,11
7680,19,11
7680,20,12
7680,21,12
7680,22,12
7680,23,12
7680,24,13
7680,25,13
7680,26,13
7680,27,13
7680,28,13
7680,29,14
7680,30,14
7936,1,9
7936,2,9
7936,3,9
7936,4,9
7936,5,9
7936,6,9
7936,7,9
7936,8,9
7936,9,9
7936,10,10
7936,11,10
7936,12,10
7936,13,10
7936,14,10
7936,15,11
7936,16,11
7936,17,11
7936,18,11
7936,19,12
7936,20,12
7936,21,12
7936,22,12
7936,23,12
7936,24,13
7936,25,13
7936,26,13
7936,27,13
7936,28,13
7936,29,14
7936,30,14
7936,31,14
8192,1,9
8192,2,9
8192,3,9
8192,4,9
8192,5,9
8192,6,9
8192,7,9
8192,8,9
8192,9,9
8192,10,10
8192,11,10
8192,12,10
8192,13,10
8192,14,10
8192,15,11
8192,16,11
8192,17,11
8192,18,11
8192,19,12
8192,20,12
8192,21,12
8192,22,12
8192,23,12
8192,24,13
8192,25,13
8192,26,13
8192,27,13
8192,28,13
8192,29,14
8192,30,14
8192,31,14
8192,32,14
8448,1,9
8448,2,9
8448,3,9
8448,4,9
8448,5,9
8448,6,9
8448,7,9
8448,8,9
8448,9,9
8448,10,9
8448,11,10
8448,12,10
8448,13,10
8448,14,10
8448,15,11
8448,16,11
8448,17,11
8448,18,11
8448,19,12
8448,20,12
8448,21,12
8448,22,12
8448,23,12
8448,24,13
8448,25,13
8448,26,13
8448,27,13
8448,28,13
8448,29,14
8448,30,14
8448,31,14
8448,32,14
8448,33,15
8704,1,9
8704,2,9
8704,3,9
8704,4,9
8704,5,9
8704,6,9
8704,7,9
8704,8,9
8704,9,9
8704,10,10
8704,11,10
8704,12,10
8704,13,10
8704,14,11
8704,15,11
8704,16,11
8704,17,11
8704,18,12
8704,19,12
8704,20,12
8704,21,12
8704,22,13
8704,23,13
8704,24,13
8704,25,13
8704,26,14
8704,27,14
8704,28,14
8704,29,14
8704,30,15
8704,31,15
8704,32,15
8704,33,15
8704,34,16
8960,1,9
8960,2,9
8960,3,9
8960,4,9
8960,5,9
8960,6,9
8960,7,9
8960,8,9
8960,9,9
8960,10,10
8960,11,10
8960,12,10
8960,13,10
8960,14,11
8960,15,11
8960,16,11
8960,17,11
8960,18,12
8960,19,12
8960,20,12
8960,21,12
8960,22,13
8960,23,13
8960,24,13
8960,25,13
8960,26,14
8960,27,14
8960,28,14
8960,29,14
8960,30,15
8960,31,15
8960,32,15
8960,33,15
8960,34,16
8960,35,16
9216,1,9
9216,2,9
9216,3,9
9216,4,9
9216,5,9
9216,6,9
9216,7,9
9216,8,9
9216,9,10
9216,10,10
9216,11,10
9216,12,10
9216,13,10
9216,14,11
9216,15,11
9216,16,11
9216,17,11
9216,18,12
9216,19,12
9216,20,12
9216,21,12
9216,22,13
9216,23,13
9216,24,13
9216,25,13
9216,26,14
9216,27,14
9216,28,14
9216,29,14
9216,30,15
9216,31,15
9216,32,15
9216,33,15
9216,34,16
9216,35,16
9216,36,16
9472,1,9
9472,2,9
9472,3,9
9472,4,9
9472,5,9
9472,6,9
9472,7,9
9472,8,9
9472,9,9
9472,10,10
9472,11,10
9472,12,10
9472,13,10
9472,14,11
9472,15,11
9472,16,11
9472,17,11
9472,18,12
9472,19,12
9472,20,12
9472,21,12
9472,22,13
9472,23,13
9472,24,13
9472,25,13
9472,26,14
9472,27,14
9472,28,14
9472,29,14
9472,30,15
9472,31,15
9472,32,15
9472,33,15
9472,34,16
9472,35,16
9472,36,16
9472,37,16
9728,1,9
9728,2,9
9728,3,9
9728,4,9
9728,5,9
9728,6,9
9728,7,9
9728,8,9
9728,9,9
9728,10,10
9728,11,10
9728,12,10
9728,13,10
9728,14,11
9728,15,11
9728,16,11
9728,17,11
9728,18,12
9728,19,12
9728,20,12
9728,21,12
9728,22,13
9728,23,13
9728,24,13
9728,25,13
9728,26,14
9728,27,14
9728,28,14
9728,29,14
9728,30,15
9728,31,15
9728,32,15
9728,33,15
9728,34,16
9728,35,16
9728,36,16
9728,37,16
9728,38,16
9984,1,9
9984,2,9
9984,3,9
9984,4,9
9984,5,9
9984,6,9
9984,7,9
9984,8,9
9984,9,9
9984,10,10
9984,11,10
9984,12,10
9984,13,10
9984,14,11
9984,15,11
9984,16,11
9984,17,11
9984,18,12
9984,19,12
9984,20,12
9984,21,12
9984,22,13
9984,23,13
9984,24,13
9984,25,13
9984,26,14
9984,27,14
9984,28,14
9984,29,14
9984,30,15
9984,31,15
9984,32,15
9984,33,15
9984,34,16
9984,35,16
9984,36,16
9984,37,16
9984,38,16
9984,39,17
10240,1,9
10240,2,9
10240,3,9
10240,4,9
10240,5,9
10240,6,9
10240,7,9
10240,8,9
10240,9,9
10240,10,10
10240,11,10
10240,12,10
10240,13,10
10240,14,11
10240,15,11
10240,16,11
10240,17,11
10240,18,12
10240,19,12
10240,20,12
10240,21,12
10240,22,13
10240,23,13
10240,24,13
10240,25,13
10240,26,14
10240,27,14
10240,28,14
10240,29,14
10240,30,15
10240,31,15
10240,32,15
10240,33,15
10240,34,16
10240,35,16
10240,36,16
10240,37,16
10240,38,17
10240,39,17
10240,40,17
10496,1,9
10496,2,9
10496,3,9
10496,4,9
10496,5,9
10496,6,9
10496,7,9
10496,8,9
10496,9,9
10496,10,10
10496,11,10
10496,12,10
10496,13,11
10496,14,11
10496,15,11
10496,16,11
10496,17,11
10496,18,12
10496,19,12
10496,20,12
10496,21,12
10496,22,13
10496,23,13
10496,24,13
10496,25,13
10496,26,14
10496,27,14
10496,28,14
10496,29,15
10496,30,15
10496,31,15
10496,32,15
10496,33,15
10496,34,16
10496,35,16
10496,36,16
10496,37,16
10496,38,17
10496,39,17
10496,40,17
10496,41,17
10752,1,9
10752,2,9
10752,3,9
10752,4,9
10752,5,9
10752,6,9
10752,7,9
10752,8,9
10752,9,9
10752,10,10
10752,11,10
10752,12,10
10752,13,10
10752,14,11
10752,15,11
10752,16,11
10752,17,11
10752,18,12
10752,19,12
10752,20,12
10752,21,12
10752,22,13
10752,23,13
10752,24,13
10752,25,13
10752,26,14
10752,27,14
10752,28,14
10752,29,15
10752,30,15
10752,31,15
10752,32,15
10752,33,15
10752,34,16
10752,35,16
10752,36,16
10752,37,16
10752,38,17
10752,39,17
10752,40,17
10752,41,17
10752,42,18
11008,1,9
11008,2,9
11008,3,9
11008,4,9
11008,5,9
11008,6,9
11008,7,9
11008,8,9
11008,9,9
11008,10,10
11008,11,10
11008,12,10
11008,13,10
11008,14,11
11008,15,11
11008,16,11
11008,17,11
11008,18,12
11008,19,12
11008,20,12
11008,21,12
11008,22,13
11008,23,13
11008,24,13
11008,25,13
11008,26,14
11008,27,14
11008,28,14
11008,29,14
11008,30,15
11008,31,15
11008,32,15
11008,33,15
11008,34,16
11008,35,16
11008,36,16
11008,37,16
11008,38,16
11008,39,17
11008,40,17
11008,41,17
11008,42,18
11008,43,18
11264,1,9
11264,2,9
11264,3,9
11264,4,9
11264,5,9
11264,6,9
11264,7,9
11264,8,9
11264,9,9
11264,10,10
11264,11,10
11264,12,10
11264,13,10
11264,14,11
11264,15,11
11264,16,11
11264,17,11
11264,18,12
11264,19,12
11264,20,12
11264,21,12
11264,22,13
11264,23,13
11264,24,13
11264,25,13
11264,26,14
11264,27,14
11264,28,14
11264,29,15
11264,30,15
11264,31,15
11264,32,15
11264,33,15
11264,34,16
11264,35,16
11264,36,16
11264,37,16
11264,38,17
11264,39,17
11264,40,17
11264,41,17
11264,42,18
11264,43,18
11264,44,18
11520,1,9
11520,2,9
11520,3,9
11520,4,9
11520,5,9
11520,6,9
11520,7,9
11520,8,9
11520,9,9
11520,10,10
11520,11,10
11520,12,10
11520,13,10
11520,14,11
11520,15,11
11520,16,11
11520,17,11
11520,18,12
11520,19,12
11520,20,12
11520,21,12
11520,22,13
11520,23,13
11520,24,13
11520,25,13
11520,26,14
11520,27,14
11520,28,14
11520,29,14
11520,30,15
11520,31,15
11520,32,15
11520,33,15
11520,34,16
11520,35,16
11520,36,16
11520,37,16
11520,38,17
11520,39,17
11520,40,18
11520,41,18
11520,42,18
11520,43,18
11520,44,18
11520,45,18
11776,1,9
11776,2,9
11776,3,9
11776,4,9
11776,5,9
11776,6,9
11776,7,9
11776,8,9
11776,9,10
11776,10,10
11776,11,10
11776,12,10
11776,13,11
11776,14,11
11776,15,11
11776,16,11
11776,17,12
11776,18,12
11776,19,12
11776,20,12
11776,21,12
11776,22,13
11776,23,13
11776,24,13
11776,25,13
11776,26,14
11776,27,14
11776,28,14
11776,29,14
11776,30,15
11776,31,15
11776,32,15
11776,33,15
11776,34,16
11776,35,16
11776,36,16
11776,37,16
11776,38,16
11776,39,17
11776,40,17
11776,41,17
11776,42,18
11776,43,18
11776,44,18
11776,45,18
11776,46,18
12032,1,9
12032,2,9
12032,3,9
12032,4,9
12032,5,9
12032,6,9
12032,7,9
12032,8,9
12032,9,9
12032,10,10
12032,11,10
12032,12,10
12032,13,11
12032,14,11
12032,15,11
12032,16,11
12032,17,12
12032,18,12
12032,19,12
12032,20,12
12032,21,12
12032,22,13
12032,23,13
12032,24,13
12032,25,13
12032,26,14
12032,27,14
12032,28,14
12032,29,14
12032,30,15
12032,31,15
12032,32,15
12032,33,15
12032,34,16
12032,35,16
12032,36,16
12032,37,16
12032,38,17
12032,39,17
12032,40,17
12032,41,17
12032,42,18
12032,43,18
12032,44,18
12032,45,18
12032,46,19
12032,47,19
12288,1,9
12288,2,9
12288,3,9
12288,4,9
12288,5,9
12288,6,9
12288,7,9
12288,8,9
12288,9,9
12288,10,10
12288,11,10
12288,12,10
12288,13,10
12288,14,11
12288,15,11
12288,16,11
12288,17,12
12288,18,12
12288,19,12
12288,20,12
12288,21,12
12288,22,13
12288,23,13
12288,24,13
12288,25,13
12288,26,14
12288,27,14
12288,28,14
12288,29,14
12288,30,15
12288,31,15
12288,32,15
12288,33,15
12288,34,16
12288,35,16
12288,36,16
12288,37,16
12288,38,17
12288,39,17
12288,40,17
12288,41,17
12288,42,18
12288,43,18
12288,44,18
12288,45,18
12288,46,18
12288,47,19
12288,48,19
12544,1,9
12544,2,9
12544,3,9
12544,4,9
12544,5,9
12544,6,9
12544,7,9
12544,8,9
12544,9,9
12544,10,10
12544,11,10
12544,12,10
12544,13,11
12544,14,11
12544,15,11
12544,16,11
12544,17,11
12544,18,12
12544,19,12
12544,20,12
12544,21,12
12544,22,13
12544,23,13
12544,24,13
12544,25,13
12544,26,14
12544,27,14
12544,28,14
12544,29,14
12544,30,15
12544,31,15
12544,32,15
12544,33,15
12544,34,16
12544,35,16
12544,36,16
12544,37,16
12544,38,17
12544,39,17
12544,40,17
12544,41,17
12544,42,17
12544,43,18
12544,44,18
12544,45,18
12544,46,18
12544,47,19
12544,48,19
12544,49,20
12800,1,9
12800,2,9
12800,3,9
12800,4,9
12800,5,9
12800,6,9
12800,7,9
12800,8,9
12800,9,10
12800,10,10
12800,11,10
12800,12,10
12800,13,10
12800,14,11
12800,15,11
12800,16,11
12800,17,11
12800,18,12
12800,19,12
12800,20,12
12800,21,12
12800,22,13
12800,23,13
12800,24,13
12800,25,13
12800,26,14
12800,27,14
12800,28,14
12800,29,14
12800,30,15
12800,31,15
12800,32,15
12800,33,16
12800,34,16
12800,35,16
12800,36,16
12800,37,16
12800,38,17
12800,39,17
12800,40,18
12800,41,18
12800,42,18
12800,43,18
12800,44,18
12800,45,18
12800,46,19
12800,47,19
12800,48,19
12800,49,19
12800,50,19
13056,1,9
13056,2,9
13056,3,9
13056,4,9
13056,5,9
13056,6,9
13056,7,9
13056,8,9
13056,9,9
13056,10,10
13056,11,10
13056,12,10
13056,13,10
13056,14,11
13056,15,11
13056,16,12
13056,17,12
13056,18,12
13056,19,12
13056,20,12
13056,21,12
13056,22,13
13056,23,13
13056,24,14
13056,25,14
13056,26,14
13056,27,14
13056,28,15
13056,29,15
13056,30,15
13056,31,15
13056,32,15
13056,33,15
13056,34,16
13056,35,16
13056,36,16
13056,37,16
13056,38,17
13056,39,17
13056,40,17
13056,41,17
13056,42,18
13056,43,18
13056,44,18
13056,45,18
13056,46,19
13056,47,19
13056,48,19
13056,49,19
13056,50,20
13056,51,20
13312,1,9
13312,2,9
13312,3,9
13312,4,9
13312,5,9
13312,6,9
13312,7,9
13312,8,9
13312,9,10
13312,10,10
13312,11,10
13312,12,10
13312,13,10
13312,14,11
13312,15,11
13312,16,11
13312,17,12
13312,18,12
13312,19,12
13312,20,12
13312,21,12
13312,22,13
13312,23,13
13312,24,13
13312,25,14
13312,26,14
13312,27,14
13312,28,14
13312,29,15
13312,30,15
13312,31,15
13312,32,16
13312,33,16
13312,34,16
13312,35,16
13312,36,16
13312,37,17
13312,38,17
13312,39,17
13312,40,17
13312,41,18
13312,42,18
13312,43,18
13312,44,18
13312,45,18
13312,46,18
13312,47,19
13312,48,19
13312,49,19
13312,50,19
13312,51,20
13312,52,20
13568,1,9
13568,2,9
13568,3,9
13568,4,9
13568,5,9
13568,6,9
13568,7,9
13568,8,9
13568,9,10
13568,10,10
13568,11,10
13568,12,10
13568,13,11
13568,14,11
13568,15,11
13568,16,11
13568,17,11
13568,18,12
13568,19,12
13568,20,12
13568,21,12
13568,22,13
13568,23,13
13568,24,13
13568,25,13
13568,26,14
13568,27,14
13568,28,14
13568,29,14
13568,30,15
13568,31,15
13568,32,15
13568,33,15
13568,34,16
13568,35,16
13568,36,16
13568,37,16
13568,38,17
13568,39,17
13568,40,17
13568,41,17
13568,42,18
13568,43,18
13568,44,18
13568,45,18
13568,46,18
13568,47,19
13568,48,19
13568,49,19
13568,50,20
13568,51,20
13568,52,20
13568,53,20
13824,1,9
13824,2,9
13824,3,9
13824,4,9
13824,5,9
13824,6,9
13824,7,9
13824,8,9
13824,9,10
13824,10,10
13824,11,10
13824,12,10
13824,13,11
13824,14,11
13824,15,11
13824,16,11
13824,17,11
13824,18,12
13824,19,12
13824,20,12
13824,21,12
13824,22,13
13824,23,13
13824,24,13
13824,25,13
13824,26,14
13824,27,14
13824,28,14
13824,29,15
13824,30,15
13824,31,15
13824,32,15
13824,33,15
13824,34,16
13824,35,16
13824,36,16
13824,37,16
13824,38,17
13824,39,17
13824,40,17
13824,41,17
13824,42,18
13824,43,18
13824,44,18
13824,45,18
13824,46,18
13824,47,19
13824,48,19
13824,49,19
13824,50,19
13824,51,20
13824,52,20
13824,53,20
13824,54,20
14080,1,9
14080,2,9
14080,3,9
14080,4,9
14080,5,9
14080,6,9
14080,7,9
14080,8,9
14080,9,10
14080,10,10
14080,11,10
14080,12,10
14080,13,10
14080,14,11
14080,15,11
14080,16,11
14080,17,12
14080,18,12
14080,19,12
14080,20,12
14080,21,12
14080,22,13
14080,23,13
14080,24,13
14080,25,14
14080,26,14
14080,27,14
14080,28,14
14080,29,14
14080,30,15
14080,31,15
14080,32,15
14080,33,15
14080,34,16
14080,35,16
14080,36,16
14080,37,16
14080,38,17
14080,39,17
14080,40,17
14080,41,17
14080,42,18
14080,43,18
14080,44,18
14080,45,18
14080,46,18
14080,47,19
14080,48,19
14080,49,19
14080,50,20
14080,51,20
14080,52,20
14080,53,20
14080,54,20
14080,55,21
14336,1,9
14336,2,9
14336,3,9
14336,4,9
14336,5,9
14336,6,9
14336,7,9
14336,8,9
14336,9,10
14336,10,10
14336,11,10
14336,12,10
14336,13,10
14336,14,11
14336,15,11
14336,16,11
14336,17,11
14336,18,12
14336,19,12
14336,20,12
14336,21,12
14336,22,13
14336,23,13
14336,24,13
14336,25,13
14336,26,14
14336,27,14
14336,28,14
14336,29,14
14336,30,15
14336,31,15
14336,32,15
14336,33,15
14336,34,16
14336,35,16
14336,36,16
14336,37,16
14336,38,17
14336,39,17
14336,40,17
14336,41,17
14336,42,17
14336,43,18
14336,44,18
14336,45,18
14336,46,18
14336,47,19
14336,48,19
14336,49,19
14336,50,19
14336,51,20
14336,52,20
14336,53,20
14336,54,20
14336,55,21
14336,56,21
14592,1,9
14592,2,9
14592,3,9
14592,4,9
14592,5,9
14592,6,9
14592,7,9
14592,8,10
14592,9,10
14592,10,10
14592,11,10
14592,12,10
14592,13,10
14592,14,11
14592,15,11
14592,16,11
14592,17,11
14592,18,12
14592,19,12
14592,20,12
14592,21,12
14592,22,13
14592,23,13
14592,24,13
14592,25,13
14592,26,14
14592,27,14
14592,28,14
14592,29,14
14592,30,15
14592,31,15
14592,32,15
14592,33,15
14592,34,16
14592,35,16
14592,36,16
14592,37,16
14592,38,17
14592,39,17
14592,40,17
14592,41,17
14592,42,18
14592,43,18
14592,44,18
14592,45,18
14592,46,18
14592,47,19
14592,48,19
14592,49,19
14592,50,19
14592,51,20
14592,52,20
14592,53,20
14592,54,20
14592,55,21
14592,56,21
14592,57,21
14848,1,9
14848,2,9
14848,3,9
14848,4,9
14848,5,10
14848,6,10
14848,7,10
14848,8,10
14848,9,10
14848,10,10
14848,11,10
14848,12,10
14848,13,10
14848,14,11
14848,15,11
14848,16,11
14848,17,12
14848,18,12
14848,19,12
14848,20,12
14848,21,12
14848,22,13
14848,23,13
14848,24,13
14848,25,14
14848,26,14
14848,27,14
14848,28,14
14848,29,14
14848,30,15
14848,31,15
14848,32,15
14848,33,15
14848,34,16
14848,35,16
14848,36,16
14848,37,16
14848,38,17
14848,39,17
14848,40,17
14848,41,17
14848,42,18
14848,43,18
14848,44,18
14848,45,18
14848,46,18
14848,47,19
14848,48,19
14848,49,19
14848,50,19
14848,51,20
14848,52,20
14848,53,20
14848,54,21
14848,55,21
14848,56,21
14848,57,21
14848,58,22
15104,1,9
15104,2,9
15104,3,9
15104,4,9
15104,5,10
15104,6,10
15104,7,10
15104,8,10
15104,9,10
15104,10,10
15104,11,10
15104,12,10
15104,13,11
15104,14,11
15104,15,11
15104,16,11
15104,17,12
15104,18,12
15104,19,12
15104,20,12
15104,21,13
15104,22,13
15104,23,13
15104,24,13
15104,25,13
15104,26,14
15104,27,14
15104,28,14
15104,29,15
15104,30,15
15104,31,15
15104,32,15
15104,33,15
15104,34,16
15104,35,16
15104,36,16
15104,37,16
15104,38,17
15104,39,17
15104,40,17
15104,41,17
15104,42,18
15104,43,18
15104,44,18
15104,45,18
15104,46,18
15104,47,19
15104,48,19
15104,49,19
15104,50,19
15104,51,20
15104,52,20
15104,53,20
15104,54,21
15104,55,21
15104,56,21
15104,57,21
15104,58,21
15104,59,22
15360,1,9
15360,2,9
15360,3,9
15360,4,10
15360,5,10
15360,6,10
15360,7,10
15360,8,10
15360,9,10
15360,10,10
15360,11,10
15360,12,10
15360,13,10
15360,14,11
15360,15,11
15360,16,11
15360,17,11
15360,18,12
15360,19,12
15360,20,12
15360,21,12
15360,22,13
15360,23,13
15360,24,13
15360,25,13
15360,26,14
15360,27,14
15360,28,14
15360,29,14
15360,30,15
15360,31,15
15360,32,15
15360,33,15
15360,34,16
15360,35,16
15360,36,16
15360,37,16
15360,38,17
15360,39,17
15360,40,17
15360,41,17
15360,42,18
15360,43,18
15360,44,18
15360,45,18
15360,46,18
15360,47,19
15360,48,19
15360,49,19
15360,50,19
15360,51,20
15360,52,20
15360,53,20
15360,54,21
15360,55,21
15360,56,21
15360,57,21
15360,58,21
15360,59,22
15360,60,22
15616,1,9
15616,2,9
15616,3,9
15616,4,10
15616,5,10
15616,6,10
15616,7,10
15616,8,10
15616,9,10
15616,10,10
15616,11,10
15616,12,10
15616,13,11
15616,14,11
15616,15,11
15616,16,11
15616,17,12
15616,18,12
15616,19,12
15616,20,12
15616,21,13
15616,22,13
15616,23,13
15616,24,13
15616,25,14
15616,26,14
15616,27,14
15616,28,14
15616,29,14
15616,30,15
15616,31,15
15616,32,15
15616,33,16
15616,34,16
15616,35,16
15616,36,16
15616,37,16
15616,38,17
15616,39,17
15616,40,17
15616,41,17
15616,42,18
15616,43,18
15616,44,18
15616,45,18
15616,46,19
15616,47,19
15616,48,19
15616,49,19
15616,50,20
15616,51,20
15616,52,20
15616,53,20
15616,54,21
15616,55,21
15616,56,21
15616,57,21
15616,58,22
15616,59,22
15616,60,22
15616,61,22
15872,1,9
15872,2,9
15872,3,9
15872,4,10
15872,5,10
15872,6,10
15872,7,10
15872,8,10
15872,9,10
15872,10,10
15872,11,10
15872,12,10
15872,13,11
15872,14,11
15872,15,11
15872,16,11
15872,17,12
15872,18,12
15872,19,12
15872,20,12
15872,21,13
15872,22,13
15872,23,13
15872,24,13
15872,25,13
15872,26,14
15872,27,14
15872,28,14
15872,29,15
15872,30,15
15872,31,15
15872,32,15
15872,33,16
15872,34,16
15872,35,16
15872,36,16
15872,37,17
15872,38,17
15872,39,17
15872,40,17
15872,41,17
15872,42,18
15872,43,18
15872,44,18
15872,45,18
15872,46,19
15872,47,19
15872,48,19
15872,49,19
15872,50,19
15872,51,20
15872,52,20
15872,53,20
15872,54,21
15872,55,21
15872,56,21
15872,57,21
15872,58,22
15872,59,22
15872,60,22
15872,61,22
15872,62,23
16128,1,9
16128,2,9
16128,3,9
16128,4,10
16128,5,10
16128,6,10
16128,7,10
16128,8,10
16128,9,10
16128,10,10
16128,11,10
16128,12,10
16128,13,11
16128,14,11
16128,15,11
16128,16,11
16128,17,12
16128,18,12
16128,19,12
16128,20,12
16128,21,13
16128,22,13
16128,23,13
16128,24,13
16128,25,13
16128,26,14
16128,27,14
16128,28,14
16128,29,15
16128,30,15
16128,31,15
16128,32,15
16128,33,15
16128,34,16
16128,35,16
16128,36,16
16128,37,16
16128,38,17
16128,39,17
16128,40,17
16128,41,18
16128,42,18
16128,43,18
16128,44,18
16128,45,18
16128,46,19
16128,47,19
